Company Name,Company Score,Alignment,Budget,Demand,Data Quality,Dev,F2P,Mobile,Fresh,Revenue,Funding,Headcount,Status,Volatility,Revenue ∆,Runway ∆,Headcount ∆,Hiring,URL,Country,FLAG,Notes,Discover Source,Created Date,Updated Date,Normalized Name
Chokepoint Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,chokepoint.games,United States,,,,,2025-09-09,chokepoint
Goblin Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/goblin-games,United Kingdom,,,,,2025-09-09,goblin
Red Hare Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,redharestudios.sg,Singapore,,,,,2025-09-09,red hare
Global Gateway Services Pvt,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,ggateway.com,Pakistan,,,,,2025-09-09,gateway pvt
Broccoli Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,broccoligames.ru,,,,,,2025-09-09,broccoli
Warp World,6.5,0.0,19.9,2.1,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,3.9,0.0,9.3,0.0,0.0,crowdcontrol.live,United States,,,,,2025-09-09,warp world
Ynnis,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/ynnis,France,,,,,2025-09-09,ynnis
Chartis,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,chartis.gg,United States,,,,,2025-09-09,chartis
RemiVision,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,remivision.com,Poland,,,,,2025-09-09,remivision
Rhinotales Game Studio,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,rhinotales.com,Kazakhstan,,,,,2025-09-09,rhinotales
Buzzy Bee 🐝,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/buzzy-bee,,,,,,2025-09-09,buzzy bee
Good Game Design Folks,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,goodgamedesignfolks.com,Turkey,,,,,2025-09-09,good design folks
Ropstam Game Studio,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,ropstamgames.com,Canada,,,,,2025-09-09,ropstam
Roshka Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,roshkastudios.com,Paraguay,,,,,2025-09-09,roshka
FXLabs Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,fxlabs.com,India,,,,,2025-09-09,fxlabs
GameLoad,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,gameload.gg,,,,,,2025-09-09,gameload
Camlann Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,camlanngames.com,United States,,,,,2025-09-09,camlann
Sedleo,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,sedleo.com,Italy,,,,,2025-09-09,sedleo
SadLad Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,sadladstudios.com,,,,,,2025-09-09,sadlad
Saisha Enterprises,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,saishaenterprises7.com,India,,,,,2025-09-09,saisha
Saltium Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,saltiumgames.com,Bosnia and Herzegovina,,,,,2025-09-09,saltium
GameAware,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,gameaware.com.au,Australia,,,,,2025-09-09,gameaware
Sector13,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/sector13,Belarus,,,,,2025-09-09,sector13
Scrypted,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,scryptedinc.com,United States,,,,,2025-09-09,scrypted
Rcade Studio,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,rcade-studio.com,Malaysia,,,,,2025-09-09,rcade
Fontail,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,fontail.com,Spain,,,,,2025-09-09,fontail
Planet Entertainment,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,galaxygames.co,United States,,,,,2025-09-09,planet
Hadron Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,hadrongames.net,Colombia,,,,,2025-09-09,hadron
Heuston Gaming,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,heustongaming.com,Ireland,,,,,2025-09-09,heuston
Play in Lab,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,play-in-lab.com,United States,,,,,2025-09-09,play in lab
PlayMagic,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,playmagic.com.mt,United States,,,,,2025-09-09,playmagic
Heroes Uprising,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,heroesuprising.com,,,,,,2025-09-09,heroes uprising
HelloHolo,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,helloholo.sg,Singapore,,,,,2025-09-09,helloholo
cView Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,cview-studios.com,Malta,,,,,2025-09-09,cview
Virus Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,studiovirus.com,,,,,,2025-09-09,virus
Sky Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,skystudios.tech,United States,,,,,2025-09-09,sky
Build The Earth,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,buildtheearth.net,Germany,,,,,2025-09-09,build the earth
Póntica,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,pontica.es,Spain,,,,,2025-09-09,p ntica
Happy Hour Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/happyhourgames,Turkey,,,,,2025-09-09,happy hour
Half & Half Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,halfandhalfstudio.com,United States,,,,,2025-09-09,half half
Project Gamechanger,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,projectgamechanger.com,Cyprus,,,,,2025-09-09,project gamechanger
FOG Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,fogstudios.com,United States,,,,,2025-09-09,fog
SIGONO,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,sigono.com,Taiwan,,,,,2025-09-09,sigono
Gybe Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,gybegames.com,Turkey,,,,,2025-09-09,gybe
Coalition of Parents in Esports,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,cope.gg,United States,,,,,2025-09-09,coalition of parents in esports
Gwythdarian,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,gwythdarian.com,United States,,,,,2025-09-09,gwythdarian
Griffin Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,griffingames.com,United States,,,,,2025-09-09,griffin
Griever Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,forlornoutcast.com,,,,,,2025-09-09,griever
Quantum Devs,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,quantumdevs.io,Pakistan,,,,,2025-09-09,quantum devs
Anino,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,anino.co,Singapore,,,,,2025-09-09,anino
Coal Car Studio,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,coalcar.ca,Canada,,,,,2025-09-09,coal car
苏州市若水网络科技有限公司,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/%e8%8b%8f%e5%b7%9e%e5%b8%82%e8%8b%a5%e6%b0%b4%e7%bd%91%e7%bb%9c%e7%a7%91%e6%8a%80%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8,,,,,,2025-09-09,
QUEXI TECHNOLOGIES PVT,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,quexitechnology.com,India,,,,,2025-09-09,quexi technologies pvt
Flyway Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,flywaygames.com,South Korea,,,,,2025-09-09,flyway
Poker Online Indonesia,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,pokerampm.xyz,United Kingdom,,,,,2025-09-09,poker online indonesia
Isekai Entertainment,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,swordreverie.com,United States,,,,,2025-09-09,isekai
Polker,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,polker.game,Malta,,,,,2025-09-09,polker
Mirage Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,miragestudios.org,Pakistan,,,,,2025-09-09,mirage
Madnetic Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,madnetic-games.com,Poland,,,,,2025-09-09,madnetic
Taika Estudios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,taikaestudios.com,Spain,,,,,2025-09-09,taika estudios
Thruster Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,thrustergames.com,Spain,,,,,2025-09-09,thruster
Deez Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,deezgames.eu,Poland,,,,,2025-09-09,deez
Taanga Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,taangastudios.com,India,,,,,2025-09-09,taanga
Symbiotic Labs,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/symbioticlabs,Poland,,,,,2025-09-09,symbiotic labs
Nazer Apps,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,nazerapps.com,United Arab Emirates,,,,,2025-09-09,nazer
Cranai Infotech,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,cranai.com,India,,,,,2025-09-09,cranai infotech
Deep Field Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,deepfield.games,New Zealand,,,,,2025-09-09,deep field
NEONHIVE,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,neonhive.co.uk,United Kingdom,,,,,2025-09-09,neonhive
Leolit Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,leolitgames.com,Indonesia,,,,,2025-09-09,leolit
Dream Dev Studio VR,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,dream-dev.com,United Kingdom,,,,,2025-09-09,dream dev vr
Trigent Games Studio,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/trigent-game-studios,Pakistan,,,,,2025-09-09,trigent
CGS - Custom Games Studio,6.5,0.0,18.3,4.3,,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,7.9,0.0,0.0,25.2,0.0,customgamesstudio.com,Poland,,,,,2025-09-09,cgs custom
Elysium Game Studio,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,elysiumgamestudio.com,Germany,,,,,2025-09-09,elysium
Elytra Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,elytrastudios.com,Pakistan,,,,,2025-09-09,elytra
3DO,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/3do,United States,,,,,2025-09-09,3do
Cal Marginalized Genders in Gaming,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/calmargengaming,United States,,,,,2025-09-09,cal marginalized genders in
KZL Games Studio Limited,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/kzl-games-studio,Pakistan,,,,,2025-09-09,kzl
XRCasino,6.5,0.0,19.9,2.1,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,3.9,0.0,9.3,0.0,0.0,xr.casino,United States,,,,,2025-09-09,xrcasino
Kyy Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,kyygames.com,Finland,,,,,2025-09-09,kyy
Altura,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,altura.com,Canada,,,,,2025-09-09,altura
Pooky Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,pooky.gg,,,,,,2025-09-09,pooky
Eclipse Entertainment,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,eclipseentertainment.com,United States,,,,,2025-09-09,eclipse
Alersteam,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,alersteam.com,United States,,,,,2025-09-09,alersteam
Dream House Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,dreamhousestudios.co,Colombia,,,,,2025-09-09,dream house
Lunarch Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,lunarchstudios.com,Canada,,,,,2025-09-09,lunarch
BSK ESPORT,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,teambsk.fr,France,,,,,2025-09-09,bsk esport
Mohawk Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,mohawkgames.com,United States,,,,,2025-09-09,mohawk
Digimancy Entertainment,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,digimancygames.com,United States,,,,,2025-09-09,digimancy
A MAZE,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,a-maze.net,Germany,,,,,2025-09-09,maze
Claners.com,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,claners.com,Mexico,,,,,2025-09-09,claners com
Mojiken Studio,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,mojikenstudio.com,Indonesia,,,,,2025-09-09,mojiken
DIACO Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,diacostudios.com,,,,,,2025-09-09,diaco
ACT GAMES,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,actgames.co.kr,South Korea,,,,,2025-09-09,act
Team Visionary,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,teamvisionary.net,United States,,,,,2025-09-09,team visionary
Team Of Keys,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,teamofkeys.com,India,,,,,2025-09-09,team of keys
devGaming,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,devgaming.pl,,,,,,2025-09-09,devgaming
Long Night Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,longnightstudios.com,Brazil,,,,,2025-09-09,long night
ToPGameS,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,topgamesnapoli.com,Italy,,,,,2025-09-09,topgames
Coach Dave Academy,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,coachdaveacademy.com,United Kingdom,,,,,2025-09-09,coach dave academy
AfroDuck Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,afroduckstudios.com,United States,,,,,2025-09-09,afroduck
Avatar Games Recruitment,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,avatar-games.co.uk,United Kingdom,,,,,2025-09-09,avatar recruitment
7Ds Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,7dsstudios.com,,,,,,2025-09-09,7ds
Dutch Game Studio 🌍,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,dutchgamestudio.com,Netherlands,,,,,2025-09-09,dutch
Derp Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/derp-studios,United Kingdom,,,,,2025-09-09,derp
AJ Tech,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,http://www.linkedin.com/company/aj-tech-games,Pakistan,,,,,2025-09-09,aj
MagnaPlay,6.5,0.0,19.9,2.1,,0.0,0.0,0.0,0.0,0.0,44.9,19.5,0.0,3.9,0.0,9.3,0.0,0.0,magnaplay.com,United States,,,,,2025-09-09,magnaplay
YESorNO,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,qvcj.fr,France,,,,,2025-09-09,yesorno
Mana Realm,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,manarealm.uk,United Kingdom,,,,,2025-09-09,mana realm
Cypher Blockchain,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,cypherchain.org,India,,,,,2025-09-09,cypher blockchain
Suto Games Studio,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,sutogames.com,Ukraine,,,,,2025-09-09,suto
DragonMeta,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,dmeta.one,Egypt,,,,,2025-09-09,dragonmeta
Mankind Games Tokyo,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,mankindgames.jp,Japan,,,,,2025-09-09,mankind tokyo
KW Studios Sweden,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,kw-studios.com,,,,,,2025-09-09,kw sweden
D2M STUDIO COMPANY LIMITED,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,d2mstudio.com,,,,,,2025-09-09,d2m
Dramatic Iceberg,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,dramaticiceberg.it,Italy,,,,,2025-09-09,dramatic iceberg
ARCADIA VR,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,arcadia-vr.co.uk,United Kingdom,,,,,2025-09-09,arcadia vr
Arcadius Entertainment,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,arcadius-entertainment.com,Spain,,,,,2025-09-09,arcadius
El Templo Esports,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,eltemploesports.com,Spain,,,,,2025-09-09,el templo esports
Eon Games,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,eon-games.com,Cyprus,,,,,2025-09-09,eon
Martian Brothel,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,martianbrothelgames.com,United States,,,,,2025-09-09,martian brothel
Enlightened Robot Entertainment,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,enlightenedrobot.com,Poland,,,,,2025-09-09,enlightened robot
Nomadicriti,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,nomadicriti.com,India,,,,,2025-09-09,nomadicriti
Marvelous Europe,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,marvelousgames.com,United Kingdom,,,,,2025-09-09,marvelous europe
Mastermind Gaming Industries,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,mastermindgamingindustries.herokuapp.com,United States,,,,,2025-09-09,mastermind industries
Down Smash Studios,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,downsmashstudios.com,Canada,,,,,2025-09-09,down smash
ArezdagWorld,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,arezdagworld.com,,,,,,2025-09-09,arezdagworld
The Station,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,thestationjxn.com,Sweden,,,,,2025-09-09,the station
keySkillset,6.5,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,44.9,24.7,0.0,0.0,0.0,0.0,0.0,0.0,keyskillset.com,United States,,,,,2025-09-09,keyskillset
